Mac Prefix,Vendor Name
A4:81:EE,Nokia Corporation
A4:9F:85,"Lyve Minds, Inc"
A8:A6:68,zte corporation
A8:F7:E0,PLANET Technology Corporation
AC:A9:19,TrekStor GmbH
AC:A9:A0,"Audioengine, Ltd."
B0:25:AA,Private
B8:2A:72,Dell Inc.
B8:75:C0,"PayPal, Inc."
B8:7C:F2,Extreme Networks Headquarters
BC:8D:0E,Nokia
C0:61:18,"TP-LINK TECHNOLOGIES CO.,LTD."
C4:34:6B,Hewlett Packard
C4:6B:B4,myIDkey
C8:31:68,eZEX corporation
C8:9F:1D,"SHENZHEN COMMUNICATION TECHNOLOGIES CO.,LTD"
C8:BA:94,SAMSUNG ELECTRO-MECHANICS(THAILAND)
C8:F6:50,"Apple, Inc."
CC:A0:E5,DZG Metering GmbH
CC:B6:91,NECMagnusCommunications
CC:C3:EA,"Motorola Mobility LLC, a Lenovo Company"
CC:E1:D5,BUFFALO.INC
D0:5F:B8,Texas Instruments
D0:72:DC,"Cisco Systems, Inc"
D0:76:50,IEEE Registration Authority
D0:C7:C0,"TP-LINK TECHNOLOGIES CO.,LTD."
D4:67:61,XonTel Technology Co.
D4:B4:3E,Messcomp Datentechnik GmbH
D4:CF:F9,"Shenzhen SEI Robotics Co.,Ltd"
D4:E0:8E,ValueHD Corporation
D8:49:2F,CANON INC.
D8:7E:B1,"x.o.ware, inc."
D8:97:7C,Grey Innovation
D8:CF:9C,"Apple, Inc."
D8:DE:CE,"ISUNG CO.,LTD"
E4:D3:32,"TP-LINK TECHNOLOGIES CO.,LTD."
EC:2E:4E,HITACHI-LG DATA STORAGE INC
EC:E5:12,tado GmbH
F8:4A:73,"EUMTECH CO., LTD"
F8:66:01,"Suzhou Chi-tek information technology Co., Ltd"
FC:4A:E9,Castlenet Technology Inc.
FC:C2:DE,"Murata Manufacturing Co., Ltd."
FC:E1:86,"A3M Co., LTD"
FC:F1:52,Sony Corporation
00:75:32,INID BV
00:E1:6D,"Cisco Systems, Inc"
04:E6:76,"AMPAK Technology, Inc."
08:DF:1F,Bose Corporation
10:05:CA,"Cisco Systems, Inc"
14:B4:84,"Samsung Electronics Co.,Ltd"
18:22:7E,"Samsung Electronics Co.,Ltd"
28:32:C5,"HUMAX Co., Ltd."
28:80:23,Hewlett Packard
2C:8A:72,HTC Corporation
30:C7:AE,"Samsung Electronics Co.,Ltd"
30:D1:7E,"HUAWEI TECHNOLOGIES CO.,LTD"
30:F7:D7,"Thread Technology Co., Ltd"
38:BB:3C,Avaya Inc
3C:F8:08,"HUAWEI TECHNOLOGIES CO.,LTD"
40:F2:01,Sagemcom Broadband SAS
48:1A:84,Pointer Telocation Ltd
48:59:29,LG Electronics (Mobile Communications)
48:D8:55,Telvent
4C:11:BF,"Zhejiang Dahua Technology Co., Ltd."
4C:39:09,HPL Electric & Power Private Limited
54:2A:A2,Alpha Networks Inc.
60:8F:5C,"Samsung Electronics Co.,Ltd"
64:EA:C5,"SiboTech Automation Co., Ltd."
68:6E:48,"Prophet Electronic Technology Corp.,Ltd"
74:DA:38,Edimax Technology Co. Ltd.
88:5C:47,Alcatel Lucent
90:7E:BA,"UTEK TECHNOLOGY (SHENZHEN) CO.,LTD"
9C:93:E4,Private
A0:02:DC,Amazon Technologies Inc.
A4:3D:78,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B0:A7:37,"Roku, Inc."
B4:EE:B4,ASKEY COMPUTER CORP
B8:EE:65,Liteon Technology Corporation
C4:C9:EC,Gugaoo   HK Limited
C8:E4:2F,Technical Research Design and Development
D0:5A:F1,"Shenzhen Pulier Tech CO.,Ltd"
D4:97:0B,Xiaomi Communications Co Ltd
DC:38:E1,Juniper Networks
DC:66:3A,Apacer Technology Inc.
DC:F1:10,Nokia Corporation
E0:CB:EE,"Samsung Electronics Co.,Ltd"
E4:12:18,"ShenZhen Rapoo Technology Co., Ltd."
E4:F4:C6,NETGEAR
E8:EF:89,OPMEX Tech.
F4:06:A5,"Hangzhou Bianfeng Networking Technology Co., Ltd."
F4:C4:47,Coagent International Enterprise Limited
F8:0D:43,"Hon Hai Precision Ind. Co.,Ltd."
F8:66:D1,"Hon Hai Precision Ind. Co.,Ltd."
FC:23:25,"EosTek (Shenzhen) Co., Ltd."
FC:D5:D9,"Shenzhen SDMC Technology CO.,Ltd."
00:71:CC,"Hon Hai Precision Ind. Co.,Ltd."
14:30:C6,"Motorola Mobility LLC, a Lenovo Company"
34:0A:FF,"Qingdao Hisense Communications Co.,Ltd."
48:51:B7,Intel Corporate
48:D7:05,"Apple, Inc."
60:C1:CB,"Fujian Great Power PLC Equipment Co.,Ltd"
6C:19:8F,D-Link International
78:3A:84,"Apple, Inc."
7C:6D:F8,"Apple, Inc."
80:14:A8,"Guangzhou V-SOLUTION Electronic Technology Co., Ltd."
80:19:34,Intel Corporate
84:96:D8,"ARRIS Group, Inc."
90:48:9A,"Hon Hai Precision Ind. Co.,Ltd."
90:8C:63,"GZ Weedong Networks Technology Co. , Ltd"
B0:A3:7E,"QING DAO HAIER TELECOM CO.,LTD."
B4:9E:AC,Imagik Int'l Corp
BC:25:F0,"3D Display Technologies Co., Ltd."
BC:34:00,IEEE Registration Authority
C0:3D:46,"Shanghai Sango Network Technology Co.,Ltd"
C0:56:E3,"Hangzhou Hikvision Digital Technology Co.,Ltd."
C8:FF:77,Dyson Limited
E0:66:78,"Apple, Inc."
F4:F5:E8,"Google, Inc."
04:5C:8E,"gosund GROUP CO.,LTD"
04:C9:91,Phistek INC.
08:F7:28,GLOBO Multimedia Sp. z o.o. Sp.k.
10:30:47,"Samsung Electronics Co.,Ltd"
10:92:66,"Samsung Electronics Co.,Ltd"
14:C1:26,Nokia Corporation
18:4A:6F,"Alcatel-Lucent Shanghai Bell Co., Ltd"
18:83:BF,Arcadyan Technology Corporation
18:D5:B6,SMG Holdings LLC
20:6E:9C,"Samsung Electronics Co.,Ltd"
28:4E:D7,"OutSmart Power Systems, Inc."
28:C7:CE,"Cisco Systems, Inc"
28:FC:F6,"Shenzhen Xin KingBrand enterprises Co.,Ltd"
2C:BE:08,"Apple, Inc."
30:0D:2A,"Zhejiang Wellcom Technology Co.,Ltd."
34:31:C4,AVM GmbH
38:2D:D1,"Samsung Electronics Co.,Ltd"
3C:A1:0D,"Samsung Electronics Co.,Ltd"
3C:CD:5A,Technische Alternative GmbH
48:26:E8,"Tek-Air Systems, Inc."
54:B7:53,"Hunan Fenghui Yinjia Science And Technology Co.,Ltd"
58:1F:67,Open-m technology limited
5C:2E:59,"Samsung Electronics Co.,Ltd"
5C:5B:C2,YIK Corporation
5C:8D:4E,"Apple, Inc."
60:A8:FE,Nokia Solutions and Networks GmbH & Co. KG
64:4F:B0,Hyunjin.com
64:6C:B2,"Samsung Electronics Co.,Ltd"
68:05:71,"Samsung Electronics Co.,Ltd"
6C:2F:2C,"Samsung Electronics Co.,Ltd"
6C:B0:CE,NETGEAR
70:72:0D,Lenovo Mobile Communication Technology Ltd.
78:96:84,"ARRIS Group, Inc."
78:FD:94,"Apple, Inc."
7C:70:BC,IEEE Registration Authority
7C:C4:EF,Devialet
84:01:A7,"Greyware Automation Products, Inc"
88:63:DF,"Apple, Inc."
88:F0:31,"Cisco Systems, Inc"
8C:BF:9D,Shanghai Xinyou Information Technology Ltd. Co.
90:C7:92,"ARRIS Group, Inc."
98:F1:70,"Murata Manufacturing Co., Ltd."
A0:12:DB,"TABUCHI ELECTRIC CO.,LTD"
A8:E5:39,"Nurivoice Co., Ltd"
AC:A3:1E,"Aruba, a Hewlett Packard Enterprise Company"
B0:75:4D,Nokia
B4:47:5E,Avaya Inc
B8:BF:83,Intel Corporate
BC:CA:B5,"ARRIS Group, Inc."
C4:08:4A,Nokia
D0:39:B3,"ARRIS Group, Inc."
D4:93:98,Nokia Corporation
D8:5D:FB,Private
D8:E5:6D,TCT mobile ltd
E8:FC:AF,NETGEAR
EC:8A:4C,zte corporation
F8:84:F2,"Samsung Electronics Co.,Ltd"
00:1B:C5:04:E,Mitsubishi Electric India PVT. LTD
00:1B:C5:04:F,"Orbital Systems, Ltd."
00:1B:C5:05:0,TeliSwitch Solutions
00:1B:C5:05:1,QQ Navigation AB
00:1B:C5:05:2,Engineering Center ENERGOSERVICE
00:1B:C5:05:3,Metrycom Communications Ltd
00:1B:C5:05:4,Private
00:1B:C5:05:5,LUMIPLAN TRANSPORT
00:1B:C5:05:6,"ThinKom Solutions, Inc"
00:1B:C5:05:7,EREE Electronique
00:1B:C5:05:8,optiMEAS GmbH
00:1B:C5:05:9,INPIXAL
00:1B:C5:05:A,POSTEC DATA SYSTEMS
00:1B:C5:05:B,konzeptpark GmbH
00:1B:C5:05:C,Suretrak Global Pty Ltd
00:1B:C5:05:D,JSC Prominform
00:1B:C5:05:E,Ecomed-Complex
00:1B:C5:05:F,Klingenthaler Musikelektronik GmbH
00:1B:C5:06:0,ENSTECH
00:1B:C5:06:1,Scientific-Technical Center Epsilon Limited company
00:1B:C5:06:2,Sulaon Oy
00:1B:C5:06:3,Check-It Solutions Inc
00:1B:C5:06:4,Enkora Oy Ltd
00:1B:C5:06:5,Plair Media Inc.
00:1B:C5:06:6,Manufacturas y transformados AB
00:1B:C5:06:7,Embit srl
00:1B:C5:06:8,HCS KABLOLAMA SISTEMLERI SAN. ve TIC.A.S.
00:1B:C5:06:9,Datasat Digital Entertainment
00:1B:C5:06:A,IST GmbH
00:1B:C5:06:B,"Verified Energy, LLC."
00:1B:C5:06:C,Luxcon System Limited
00:1B:C5:06:D,TES Electronic Solutions (I) Pvt. Ltd.
00:1B:C5:06:E,"Two Dimensional Instruments, LLC"
00:1B:C5:06:F,LLC Emzior
00:1B:C5:07:0,"Siemens Industries, Inc, Retail & Commercial Systems"
00:1B:C5:07:1,"Center for E-Commerce Infrastructure Development, The University of Hong Kong"
00:1B:C5:07:2,"Ohio Semitronics, Inc."
00:1B:C5:07:3,tado GmbH
00:1B:C5:07:4,Dynasthetics
00:1B:C5:07:5,Kitron GmbH
00:1B:C5:07:6,"PLAiR Media, Inc"
00:1B:C5:07:7,Momentum Data Systems
00:1B:C5:07:8,Donbass Soft Ltd and Co.KG
00:1B:C5:07:9,HPI High Pressure Instrumentation GmbH
00:1B:C5:07:A,Servicios Electronicos Industriales Berbel s.l.
00:1B:C5:07:B,QCORE Medical
00:1B:C5:07:C,head
00:1B:C5:07:D,Greatcom AG
00:1B:C5:07:E,Bio Molecular System Pty Ltd
00:1B:C5:07:F,Hitechlab Inc
00:1B:C5:08:0,LUMINO GmbH
00:1B:C5:08:1,"WonATech Co., Ltd."
00:1B:C5:08:2,TGS Geophysical Company (UK) Limited
00:1B:C5:08:3,DIWEL
00:1B:C5:08:4,Applied Innovations Research LLC
00:1B:C5:08:5,"Oberon microsystems, Inc."
00:1B:C5:08:6,CAST Group of Companies Inc.
00:1B:C5:08:7,Onnet Technologies and Innovations LLC
00:1B:C5:08:8,UAB Kitron
00:1B:C5:08:9,"SIGNATURE CONTROL SYSTEMS, INC."
00:1B:C5:08:A,Topicon
00:1B:C5:08:B,Nistica
00:1B:C5:08:C,Triax A/S
00:1B:C5:08:D,EUREK  SRL
00:1B:C5:08:E,TrendPoint Systems
00:1B:C5:08:F,Unilever R&amp;D
00:1B:C5:09:0,Seven Solutions S.L
00:1B:C5:09:1,3green ApS
00:1B:C5:09:2,"Arnouse Digital Devices, Corp."
00:1B:C5:09:3,"Ambient Devices, Inc."
00:1B:C5:09:4,reelyActive
00:1B:C5:09:5,PREVAC sp. z o.o.
00:1B:C5:09:6,Sanstreak Corp.
00:1B:C5:09:7,Plexstar Inc.
00:1B:C5:09:8,"Cubic Systems, Inc."
00:1B:C5:09:9,UAB Kitron
00:1B:C5:09:A,Shenzhen Guang Lian Zhi Tong Limited
00:1B:C5:09:B,YIK Corporation
00:1B:C5:09:C,S.I.C.E.S. srl
00:1B:C5:09:D,Navitar Inc
00:1B:C5:09:E,K+K Messtechnik GmbH
00:1B:C5:09:F,ENTE Sp. z o.o.
00:1B:C5:0A:0,Silvair
00:1B:C5:0A:1,"Hangzhou Zhiping Technology Co., Ltd."
00:1B:C5:0A:2,Hettich Benelux
00:1B:C5:0A:3,"P A Network Laboratory Co.,Ltd"
00:1B:C5:0A:4,RADMOR S.A.
00:1B:C5:0A:5,Tesla Controls
00:1B:C5:0A:6,Balter Security GmbH
00:1B:C5:0A:7,L.G.L. Electronics S.p.a.
00:1B:C5:0A:8,Link Precision
00:1B:C5:0A:9,Elektrometal SA
00:1B:C5:0A:A,Senceive Ltd
00:1B:C5:0A:B,Evondos Oy
00:1B:C5:0A:C,AVnu Alliance
00:1B:C5:0A:D,"Tierra Japan Co.,Ltd"
00:1B:C5:0A:E,Techlan Reti s.r.l.
00:1B:C5:0A:F,Enerwise Solutions Ltd.
00:1B:C5:0B:0,J-D.COM
00:1B:C5:0B:1,Roslen Eco-Networking Products
00:1B:C5:0B:2,SKODA ELECTRIC a.s.
00:1B:C5:0B:3,FSM Solutions Limited
00:1B:C5:0B:4,COBAN SRL
00:1B:C5:0B:5,Exibea AB
00:1B:C5:0B:6,VEILUX INC.
00:1B:C5:0B:7,"Autelis, LLC"
00:1B:C5:0B:8,Private
00:1B:C5:0B:9,"Denki Kogyo Company, Limited"
00:1B:C5:0B:A,NT MICROSYSTEMS
00:1B:C5:0B:B,Triax A/S
00:1B:C5:0B:C,"kuwatec, Inc."
00:1B:C5:0B:D,"Bridge Diagnostics, Inc."
00:1B:C5:0B:E,YESpay International Ltd
00:1B:C5:0B:F,"TN Core Co.,Ltd."
00:1B:C5:0C:0,"Digital Loggers, Inc."
00:1B:C5:0C:1,EREE Electronique
00:1B:C5:0C:2,TechSolutions A/S
00:1B:C5:0C:3,inomatic GmbH
00:1B:C5:0C:4,ELDES
00:1B:C5:0C:5,Gill Instruments Ltd
00:1B:C5:0C:6,Connode
00:1B:C5:0C:7,WIZZILAB SAS
00:1B:C5:0C:8,Dialine
00:1B:C5:0C:9,UAB Kitron
70:B3:D5:FF:E,Private
70:B3:D5:FF:F,Private
70:B3:D5:D9:E,Grupo Epelsa S.L.
70:B3:D5:3D:E,ELOMAC Elektronik GmbH
70:B3:D5:B3:D,Inras GmbH
70:B3:D5:ED:C,"J.D. Koftinoff Software, Ltd."
70:B3:D5:EF:9,Critical Link LLC
70:B3:D5:ED:D,Solar Network & Partners
70:B3:D5:F6:2,FRS GmbH & Co. KG
70:B3:D5:0A:9,"ProConnections, Inc."
70:B3:D5:3E:D,Ultra Electronics Sonar System Division
70:B3:D5:3C:2,"Cellular Specialties, Inc."
70:B3:D5:D8:B,Lenoxi Automation s.r.o.
70:B3:D5:F6:3,Ars Products
70:B3:D5:0A:A,Wanco Inc
70:B3:D5:99:4,KeFF Networks
70:B3:D5:0E:0,PLCiS
70:B3:D5:AE:9,Cari Electronic
70:B3:D5:6D:3,DEUTA-WERKE GmbH
70:B3:D5:13:9,Tunstall A/S
70:B3:D5:90:8,Accusonic
70:B3:D5:87:1,Oso Technologies
70:B3:D5:81:4,Ingenieurbuero SOMTRONIK
70:B3:D5:18:3,Evco S.p.a.
70:B3:D5:28:F,Overline Systems
70:B3:D5:6B:6,INRADIOS GmbH
70:B3:D5:29:D,XTech2 SIA
70:B3:D5:10:9,DiTEST Fahrzeugdiagnose GmbH
70:B3:D5:18:4,XV360 Optical Information Systems Ltd.
70:B3:D5:35:C,ACS electronics srl
70:B3:D5:40:A,"Monroe Electronics, Inc."
70:B3:D5:19:0,"Fantom Wireless, Inc."
70:B3:D5:30:8,"DSD MICROTECHNOLOGY,INC."
70:B3:D5:9F:4,Tband srl
70:B3:D5:EC:D,SBS-Feintechnik GmbH & Co. KG
70:B3:D5:91:8,Glova Rail A/S
70:B3:D5:42:F,"SINTOKOGIO, LTD"
70:B3:D5:C8:D,KST technology
70:B3:D5:70:2,Sensor Highway Ltd
70:B3:D5:04:4,Don Electronics Ltd
70:B3:D5:DD:D,BIO RAD LABORATORIES
70:B3:D5:C2:C,Dromont S.p.A.
70:B3:D5:FD:1,RedRat Ltd
70:B3:D5:5A:8,"Farmobile, LLC"
70:B3:D5:5E:8,VITEC
70:B3:D5:0F:B,Cygnus LLC
70:B3:D5:F3:8,Scanvaegt Nordic A/S
70:B3:D5:8B:1,M-Tech Innovations Limited
70:B3:D5:9A:7,Honeywell
70:B3:D5:4C:8,Hosokawa Micron Powder Systems
70:B3:D5:B8:A,Nexus Tech. VN
70:B3:D5:3A:8,JamHub Corp.
70:B3:D5:09:0,POWERCRAFT ELECTRONICS PVT. LTD.
70:B3:D5:3F:1,Olympus NDT Canada
70:B3:D5:CE:9,KINEMETRICS
70:B3:D5:A0:B,ambiHome GmbH
70:B3:D5:1A:C,SVP Broadcast Microwave S.L.
70:B3:D5:D8:6,WPGSYS Pte Ltd
70:B3:D5:62:5,VX Instruments GmbH
70:B3:D5:D4:E,FLSmidth
70:B3:D5:A0:E,Vetaphone A/S
70:B3:D5:E0:8,Olssen
70:B3:D5:43:3,Flexsolution APS
70:B3:D5:F3:4,MacGray Services
70:B3:D5:F6:1,Power Diagnostic Service
70:B3:D5:4C:1,"QUERCUS TECHNOLOGIES, S. L."
70:B3:D5:FB:0,Rohde&Schwarz Topex SA
70:B3:D5:07:7,InAccess Networks SA
70:B3:D5:80:F,Quickware Eng & Des LLC
70:B3:D5:0F:0,Avionica
70:B3:D5:C2:7,GD Mission Systems
70:B3:D5:51:D,Tecnint HTE SRL
70:B3:D5:51:E,Fundación Cardiovascular de Colombia
70:B3:D5:61:F,Labotect Labor-Technik-Göttingen GmbH
70:B3:D5:EB:0,Nautel LTD
70:B3:D5:B2:A,"Myro Control, LLC"
70:B3:D5:79:A,Innerspec Technologies Inc.
70:B3:D5:BB:2,Mettler Toledo
70:B3:D5:B1:5,Eta Beta Srl
70:B3:D5:D4:7,"YotaScope Technologies Co., Ltd."
70:B3:D5:35:F,Aplex Technology Inc.
70:B3:D5:05:2,Sudo Premium Engineering
70:B3:D5:A2:F,Botek Systems AB
70:B3:D5:96:F,4CAM GmbH
70:B3:D5:8C:E,CORES Corporation
70:B3:D5:34:6,Ultamation Limited
70:B3:D5:23:C,"Quasonix, LLC"
70:B3:D5:AD:D,GHL Systems Berhad
70:B3:D5:6F:6,Acco Brands Europe
70:B3:D5:D8:F,"Molu Technology Inc., LTD."
70:B3:D5:3E:1,Barnstormer Softworks
70:B3:D5:5B:5,Lehigh Electric Products Co
70:B3:D5:C5:8,RMI Laser LLC
70:B3:D5:50:7,"Human Oriented Technology, Inc."
70:B3:D5:CB:7,HKC Security Ltd.
70:B3:D5:EF:2,Kongsberg Intergrated Tactical Systems
70:B3:D5:EE:4,O-Net Automation Technology (Shenzhen)Limited
70:B3:D5:60:B,Edgeware AB
70:B3:D5:2F:0,Clock-O-Matic
70:B3:D5:60:C,IST ElektronikgesmbH
70:B3:D5:7A:9,adidas AG
70:B3:D5:93:6,"FARO TECHNOLOGIES, INC."
70:B3:D5:FD:3,AKIS technologies
70:B3:D5:C8:1,DSP DESIGN
70:B3:D5:FA:1,"BBI Engineering, Inc."
70:B3:D5:E5:3,MI INC.
70:B3:D5:E7:4,"Exfrontier Co., Ltd."
70:B3:D5:EF:A,"NextEra Energy Resources, LLC"
70:B3:D5:2D:4,CT Company
70:B3:D5:C9:6,UNI DIMENXI SDN BHD
70:B3:D5:39:B,IROC AB
70:B3:D5:28:E,TEX COMPUTER SRL
70:B3:D5:65:5,AOT System GmbH
70:B3:D5:5A:A,"Chugoku Electric Manufacturing Co.,Inc"
70:B3:D5:7E:7,"Atessa, Inc."
70:B3:D5:E4:A,ICP NewTech Ltd
70:B3:D5:E0:7,Baader Planetarium GmbH
70:B3:D5:0D:6,TATTILE SRL
70:B3:D5:B3:9,MB connect line GmbH Fernwartungssysteme
70:B3:D5:2A:5,Taitotekniikka
70:B3:D5:C2:4,Elbit Systems of America
70:B3:D5:56:4,christmann informationstechnik + medien GmbH & Co. KG
70:B3:D5:C7:8,NETA Elektronik AS
70:B3:D5:F2:A,WIBOND Informationssysteme GmbH
70:B3:D5:86:D,Census Digital Incorporated
70:B3:D5:AC:8,Heartland.Data Inc.
70:B3:D5:63:4,"idaqs Co.,Ltd."
70:B3:D5:01:0,"Hanwa Electronic Ind.Co.,Ltd."
70:B3:D5:2D:A,Skywave Networks Private Limited
70:B3:D5:BB:D,Providius Corp
70:B3:D5:CB:C,Procon Electronics Pty Ltd
70:B3:D5:30:5,CAITRON Industrial Solutions GmbH
70:B3:D5:8A:B,"EMAC, Inc."
70:B3:D5:81:9,«Intellect module» LLC
70:B3:D5:02:9,"Marimo electronics Co.,Ltd."
70:B3:D5:2F:D,"Special Projects Group, Inc"
70:B3:D5:C6:A,Private
70:B3:D5:A7:A,Fluid Management Technology
70:B3:D5:83:B,Telefonix Incorporated
70:B3:D5:20:4,TWC
70:B3:D5:09:9,Schwer+Kopka GmbH
70:B3:D5:54:E,"RFL Electronics, Inc."
70:B3:D5:B1:6,"XI'AN SHENMING ELECTRON TECHNOLOGY CO.,LTD"
70:B3:D5:EC:F,Ipitek
70:B3:D5:B3:3,Aplex Technology Inc.
70:B3:D5:A4:0,STRACK LIFT AUTOMATION GmbH
70:B3:D5:DE:C,Condev-Automation GmbH
70:B3:D5:01:6,Guardian Controls International Ltd
70:B3:D5:71:0,Guardian Controls International Ltd
70:B3:D5:AE:E,DiTEST Fahrzeugdiagnose GmbH
08:CD:9B,samtec automotive electronics & software GmbH
0C:38:3E,"Fanvil Technology Co., Ltd."
10:C3:7B,ASUSTek COMPUTER INC.
14:1F:BA,IEEE Registration Authority
14:F6:5A,Xiaomi Communications Co Ltd
18:30:09,"Woojin Industrial Systems Co., Ltd."
28:29:CC,Corsa Technology Incorporated
28:E6:E9,SIS Sat Internet Services GmbH
2C:54:CF,LG Electronics (Mobile Communications)
30:59:5B,streamnow AG
30:B5:F1,"Aitexin Technology Co., Ltd"
34:02:86,Intel Corporate
34:C5:D0,Hagleitner Hygiene International GmbH
3C:18:9F,Nokia Corporation
3C:AA:3F,"iKey, Ltd."
40:82:56,Continental Automotive GmbH
44:74:6C,Sony Corporation
4C:26:E7,"Welgate Co., Ltd."
4C:6E:6E,"Comnect Technology CO.,LTD"
4C:9E:FF,Zyxel Communications Corporation
50:67:87,Planet Networks
50:87:89,"Cisco Systems, Inc"
50:FE:F2,Sify Technologies Ltd
54:FA:3E,"Samsung Electronics Co.,Ltd"
60:81:F9,"Helium Systems, Inc"
60:CD:A9,Abloomy
64:09:80,Xiaomi Communications Co Ltd
64:64:9B,Juniper Networks
64:D9:54,Taicang T&W Electronics
6C:C2:17,Hewlett Packard
6C:FA:89,"Cisco Systems, Inc"
70:2D:D1,"Newings Communication CO., LTD."
74:8F:4D,duagon Germany GmbH
74:DB:D1,Ebay Inc
7C:6A:C3,"GatesAir, Inc"
7C:E5:24,"Quirky, Inc."
80:96:CA,"Hon Hai Precision Ind. Co.,Ltd."
80:AD:67,Kasda Networks Inc
80:D2:1D,AzureWave Technology Inc.
84:18:3A,Ruckus Wireless
84:85:0A,Hella Sonnen- und Wetterschutztechnik GmbH
88:29:50,"Netmoon Technology Co., Ltd"
8C:33:57,"HiteVision Digital Media Technology Co.,Ltd."
90:B6:86,"Murata Manufacturing Co., Ltd."
94:D6:0E,"shenzhen yunmao information technologies co., ltd"
9C:AD:97,"Hon Hai Precision Ind. Co.,Ltd."
A4:5D:A1,ADB Broadband Italia
AC:A2:13,"Shenzhen Bilian electronic CO.,LTD"
B0:09:D3,Avizia
B0:10:41,"Hon Hai Precision Ind. Co.,Ltd."
B0:83:FE,Dell Inc.
B4:0B:44,"Smartisan Technology Co., Ltd."
B8:AD:3E,BLUECOM
BC:4E:5D,"ZhongMiao Technology Co., Ltd."
C4:4B:D1,"Wallys Communications  Teachnologies Co.,Ltd."
C8:91:F9,Sagemcom Broadband SAS
CC:3D:82,Intel Corporate
D8:66:EE,"BOXIN COMMUNICATION CO.,LTD."
E8:5D:6B,Luminate Wireless
EC:D9:D1,"Shenzhen TG-NET Botone Technology Co.,Ltd."
F4:0E:11,IEEE Registration Authority
F4:D2:61,"SEMOCON Co., Ltd"
F4:DD:9E,GoPro
F4:F6:46,Dediprog Technology Co. Ltd.
F4:FD:2B,ZOYI Company
FC:79:0B,"Hitachi High Technologies America, Inc."
FC:AA:14,"GIGA-BYTE TECHNOLOGY CO.,LTD."
00:6B:8E,"Shanghai Feixun Communication Co.,Ltd."
00:9E:C8,Xiaomi Communications Co Ltd
00:D9:D1,Sony Interactive Entertainment Inc.
04:67:85,scemtec Hard- und Software fuer Mess- und Steuerungstechnik GmbH
04:DE:DB,Rockport Networks Inc
08:3D:88,"Samsung Electronics Co.,Ltd"
0C:8C:8F,Kamo Technology Limited
0C:AC:05,Unitend Technologies Inc.
10:51:72,"HUAWEI TECHNOLOGIES CO.,LTD"
14:75:90,"TP-LINK TECHNOLOGIES CO.,LTD."
14:A3:64,"Samsung Electronics Co.,Ltd"
18:CF:5E,Liteon Technology Corporation
1C:48:40,IMS Messsysteme GmbH
1C:6A:7A,"Cisco Systems, Inc"
1C:9C:26,Zoovel Technologies
20:93:4D,"FUJIAN STAR-NET COMMUNICATION CO.,LTD"
20:A9:9B,Microsoft Corporation
20:ED:74,"Ability enterprise co.,Ltd."
24:4F:1D,iRule LLC
24:D1:3F,"MEXUS CO.,LTD"
24:E3:14,"Apple, Inc."
28:A5:EE,"Shenzhen SDGI CATV Co., Ltd"
28:E3:1F,Xiaomi Communications Co Ltd
2C:01:0B,"NASCENT Technology, LLC - RemKon"
2C:AB:A4,Cisco SPVTG
2C:FA:A2,Alcatel-Lucent Enterprise
30:33:35,Boosty
30:42:25,BURG-WÄCHTER KG
34:00:A3,"HUAWEI TECHNOLOGIES CO.,LTD"
34:BB:26,"Motorola Mobility LLC, a Lenovo Company"
34:F0:CA,"Shenzhen Linghangyuan Digital Technology Co.,Ltd."
38:1C:1A,"Cisco Systems, Inc"
38:26:2B,UTran Technology
38:F3:3F,TATSUNO CORPORATION
38:F8:89,"HUAWEI TECHNOLOGIES CO.,LTD"
3C:46:D8,"TP-LINK TECHNOLOGIES CO.,LTD."
3C:D9:CE,Eclipse WiFi
40:4E:EB,"Higher Way Electronic Co., Ltd."
40:78:6A,"Motorola Mobility LLC, a Lenovo Company"
40:C6:2A,"Shanghai Jing Ren Electronic Technology Co., Ltd."
44:66:6E,IP-LINE
44:A6:E5,"THINKING TECHNOLOGY CO.,LTD"
48:0C:49,NAKAYO Inc
4C:83:DE,Cisco SPVTG
4C:BB:58,"Chicony Electronics Co., Ltd."
4C:BC:42,"Shenzhen Hangsheng Electronics Co.,Ltd."
4C:F2:BF,"Cambridge Industries(Group) Co.,Ltd."
50:50:65,TAKT Corporation
50:BD:5F,"TP-LINK TECHNOLOGIES CO.,LTD."
54:DF:00,"Ulterius Technologies, LLC"
58:FC:DB,IEEE Registration Authority
5C:15:15,ADVAN
5C:B6:CC,NovaComm Technologies Inc.
5C:B8:CB,Allis Communications
5C:F9:6A,"HUAWEI TECHNOLOGIES CO.,LTD"
5C:F9:F0,Atomos Engineering P/L
60:02:92,PEGATRON CORPORATION
60:48:26,Newbridge Technologies Int. Ltd.
60:51:2C,TCT mobile ltd
60:77:E2,"Samsung Electronics Co.,Ltd"
60:E7:01,"HUAWEI TECHNOLOGIES CO.,LTD"
64:51:06,Hewlett Packard
68:A0:F6,"HUAWEI TECHNOLOGIES CO.,LTD"
6C:02:73,"Shenzhen Jin Yun Video Equipment Co., Ltd."
6C:76:60,KYOCERA CORPORATION
70:5B:2E,M2Communication Inc.
74:F4:13,Maxwell Forest
78:24:AF,ASUSTek COMPUTER INC.
78:45:61,CyberTAN Technology Inc.
